URL: /
Timestamp: Wed Jan 29 2025 14:21:59 GMT-0700 (Mountain Standard Time)

URL: /favicon.ico
Timestamp: Wed Jan 29 2025 14:22:00 GMT-0700 (Mountain Standard Time)

URL: /documentation
Timestamp: Wed Jan 29 2025 14:23:00 GMT-0700 (Mountain Standard Time)

URL: /favicon.ico
Timestamp: Wed Jan 29 2025 14:23:01 GMT-0700 (Mountain Standard Time)

URL: /
Timestamp: Thu Jan 30 2025 10:27:37 GMT-0700 (Mountain Standard Time)

URL: /favicon.ico
Timestamp: Thu Jan 30 2025 10:27:38 GMT-0700 (Mountain Standard Time)

URL: /documentation
Timestamp: Thu Jan 30 2025 10:27:52 GMT-0700 (Mountain Standard Time)

URL: /favicon.ico
Timestamp: Thu Jan 30 2025 10:27:53 GMT-0700 (Mountain Standard Time)

::1 - - [05/Feb/2025:21:48:00 +0000] "GET /movies/genre/Action HTTP/1.1" 500 28 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:21:54:12 +0000] "GET /movies/genre/Action HTTP/1.1" 200 17 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:21:58:32 +0000] "GET /movies/genre/Fantasy HTTP/1.1" 200 281 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:08:39 +0000] "GET /movies/director/Alex%20Proyas HTTP/1.1" 500 28 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:09:26 +0000] "GET /movies/director/Alex%20Proyas HTTP/1.1" 500 28 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:09:31 +0000] "GET /movies/director/Alex%20Proyas HTTP/1.1" 500 28 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:10:23 +0000] "GET /movies/director/Alex%20Proyas HTTP/1.1" 200 374 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:10:53 +0000] "GET /movies/director/Ale HTTP/1.1" 400 18 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:23:00 +0000] "GET /users HTTP/1.1" 500 28 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:23:15 +0000] "GET /users HTTP/1.1" 404 144 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:27:52 +0000] "GET /users HTTP/1.1" 404 144 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:28:07 +0000] "GET /users HTTP/1.1" 404 144 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:35:34 +0000] "GET /users HTTP/1.1" 200 113 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:36:10 +0000] "POST /users HTTP/1.1" 500 28 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:38:58 +0000] "POST /users HTTP/1.1" 500 28 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:42:55 +0000] "POST /users HTTP/1.1" 500 28 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:43:29 +0000] "GET /users HTTP/1.1" 200 113 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:52:35 +0000] "GET /users HTTP/1.1" 200 113 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:52:45 +0000] "POST /users HTTP/1.1" 201 78 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:59:32 +0000] "PUT /users/Alex HTTP/1.1" 404 149 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:22:59:54 +0000] "PUT /users/Sam HTTP/1.1" 404 148 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:23:00:00 +0000] "PUT /users/2 HTTP/1.1" 404 146 "-" "PostmanRuntime/7.43.0"
::1 - - [05/Feb/2025:23:03:48 +0000] "PUT /users/2 HTTP/1.1" 200 59 "-" "PostmanRuntime/7.43.0"
::1 - - [06/Feb/2025:18:57:39 +0000] "POST /users/2/The%20Crow HTTP/1.1" 200 51 "-" "PostmanRuntime/7.43.0"
::1 - - [06/Feb/2025:19:09:04 +0000] "POST /users/2/The%20Crow HTTP/1.1" 200 30 "-" "PostmanRuntime/7.43.0"
::1 - - [06/Feb/2025:19:10:28 +0000] "POST /users/2/The%20Crow HTTP/1.1" 200 34 "-" "PostmanRuntime/7.43.0"
::1 - - [06/Feb/2025:19:16:53 +0000] "DELETE /users/1/The%20Crow HTTP/1.1" 404 160 "-" "PostmanRuntime/7.43.0"
::1 - - [06/Feb/2025:19:18:38 +0000] "DELETE /users/1/The%20Crow HTTP/1.1" 404 160 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:18:25:21 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
::1 - - [07/Feb/2025:18:25:29 +0000] "GET /users HTTP/1.1" 200 96 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
::1 - - [07/Feb/2025:18:49:26 +0000] "DELETE /users/1 HTTP/1.1" 404 149 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:18:50:10 +0000] "DELETE /users/1 HTTP/1.1" 404 149 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:18:51:55 +0000] "DELETE /users/1 HTTP/1.1" 200 43 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:18:52:19 +0000] "DELETE /users/1/The%20Crow HTTP/1.1" 400 14 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:18:52:39 +0000] "DELETE /users/2/The%20Crow HTTP/1.1" 200 52 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:18:54:13 +0000] "DELETE /users/2 HTTP/1.1" 200 41 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:04:39 +0000] "GET /users HTTP/1.1" 200 96 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:06:40 +0000] "POST /users HTTP/1.1" 201 79 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:07:15 +0000] "POST /users HTTP/1.1" 500 28 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:07:45 +0000] "POST /users HTTP/1.1" 500 28 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:07:54 +0000] "POST /users HTTP/1.1" 201 79 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:09:21 +0000] "PUT /users/2/The%20Crow HTTP/1.1" 404 157 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:10:13 +0000] "PUT /users/2/The%20Crow HTTP/1.1" 404 157 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:10:24 +0000] "POST /users/2/The%20Crow HTTP/1.1" 200 39 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:11:32 +0000] "DELETE /users/1/The%20Crow HTTP/1.1" 200 53 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:12:29 +0000] "PUT /users/1 HTTP/1.1" 200 28 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:12:43 +0000] "PUT /users/1 HTTP/1.1" 200 43 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:14:44 +0000] "PUT /users/1 HTTP/1.1" 200 55 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:15:39 +0000] "DELETE /users/1 HTTP/1.1" 200 61 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:16:54 +0000] "GET /movies HTTP/1.1" 200 9984 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:18:01 +0000] "GET /movies/The%20Crow HTTP/1.1" 200 985 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:19:26 +0000] "GET /movies/genre/Fantasy HTTP/1.1" 200 281 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:20:13 +0000] "GET /movies/director/Alex%20Proyas HTTP/1.1" 200 374 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:21:45 +0000] "GET / HTTP/1.1" 200 29 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:22:19 +0000] "GET /documentation HTTP/1.1" 404 152 "-" "PostmanRuntime/7.43.0"
::1 - - [07/Feb/2025:19:22:37 +0000] "GET /documentation HTTP/1.1" 404 152 "-" "PostmanRuntime/7.43.0"
